Graph,T_1 Value,T_1 Pot,T_1 Ratios,T_1 Time,T_1 Orientation,T_2 Value,T_2 Pot,T_2 Pot Ratios,T_2 Orientation,B_2 Value,B_2 Pot,B_2 Pot Ratios,B_2 Orientation,SamePot,TileTime,BondTime
EEio,4,"[aAA, aa, a, aA]","[3, 1, 1, 1]",0.029155600001104176,"[[0, 0, 0, -0.0, -0.0, 1.0], [0, 0, 0, 1.0, 0, 0], [0, 0, 0, 0, -0.0, 1.0], [1.0, 0.0, 0, 0, 0, -0.0], [1.0, 0, 1.0, 0, 0, 0], [0.0, 0, 0.0, 1.0, 0, 0]]",5,"[aC, AB, bCC, ccC, c]","[1, 1, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 0, 0], [0, 0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0, 1.0, 0, 0, 0], [0.0, 0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 0, 0], [0, 0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0, 0.0, 0, 0, 0], [0.0, 0, 1.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 1.0, 0, 0], [0, 0, 0, 0, 0.0, 0.0], [1.0, 0.0, 0, 0, 0, 1.0], [0.0, 0, 0.0, 0, 0, 0], [0.0, 0, 0.0, 0.0, 0, 0]]]",3,,,,True,77.80735790000472,236.3805613000004
EEjW,4,"[aAA, aA, aaaA, a]","[3, 1, 1, 1]",0.023024800000712276,"[[0, 0, 0, -0.0, -0.0, 1.0], [0, 0, 0, 1.0, 0, -0.0], [0, 0, 0, 0, 1.0, 0], [1.0, 0.0, 0, 0, 0, -0.0], [1.0, 0, 0.0, 0, 0, -0.0], [0.0, 1.0, 0, 1.0, 1.0, 0]]",4,"[aB, ABBB, bbB, b]","[1, 1, 3, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, -0.0, 0, 1.0], [0, 0, 0, 0, 0.0, 0], [0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0, 0.0, 0.0, 0]], [[0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, -0.0, 0, -0.0], [0, 0, 0, 0, 1.0, 0], [0.0, 1.0, 0, 0, 0, 1.0], [1.0, 0, -0.0, 0, 0, 1.0], [-0.0, -0.0, 0, 0.0, 0.0, 0]]]",2,,,,True,0.37035939999623224,2.644870999996783
EEj_,3,"[aA, aaA, AA]","[3, 2, 1]",0.020042100004502572,"[[0, 0, 0, -0.0, 1.0, 1.0], [0, 0, 0, 1.0, 0, -0.0], [0, 0, 0, 0, -0.0, -0.0], [1.0, 0.0, 0, 0, 0, 0], [0.0, 0, 1.0, 0, 0, 0], [0.0, 1.0, 1.0, 0, 0, 0]]",4,"[aBB, aB, AAA, bb]","[1, 2, 1, 2]","[[[0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0.0, 1.0], [0.0, 0.0, 0, 0, 0, 0], [0.0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0, 0]], [[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, -0.0, 0, 0.0], [0, 0, 0, 0, -0.0, 0.0], [1.0, 1.0, 0, 0, 0, 0], [1.0, 0, 1.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0, 0]]]",2,,,,True,2.302234100003261,0.24407760000030976
EEjo,3,"[aA, aAAA, aaA]","[3, 1, 2]",0.018981400004122406,"[[0, 0, 0, -0.0, 1.0, 1.0], [0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, -0.0, 1.0], [1.0, 1.0, 0, 0, 0, 0.0], [0.0, 0, 1.0, 0, 0, 0], [0.0, 0.0, 0.0, 1.0, 0, 0]]",4,"[aC, AcC, bc, BccC]","[2, 2, 1, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0, 0.0], [1.0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0.0, 1.0], [0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 1.0, 0.0, 0.0], [0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0, 0, 0, 1.0], [0.0, 0, 0.0, 0, 0, 0], [1.0, 1.0, 0.0, 0.0, 0, 0]]]",2,"[aBB, aB, AAAB, bbb, bb]","[1, 2, 1, 1, 1]","[[[0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0.0, 1.0], [0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0.0, 0.0], [1.0, 1.0, 0, 0, 0, 1.0], [1.0, 0, 1.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]]]",False,28.62303280000924,9.442355899998802
EEjw,3,"[aaaAA, AA, aaA]","[1, 2, 3]",0.024755499995080754,"[[0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0.0, 0.0], [0.0, 1.0, 0, 0, 0, 1.0], [1.0, 0, 1.0, 0, 0, 0.0], [0.0, 1.0, 1.0, 0.0, 1.0, 0]]",3,"[aB, AAbBB, bbB]","[2, 1, 3]","[[[0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0.0, 1.0], [-0.0, -0.0, 0, 0, 0, -0.0], [-0.0, 0, -0.0, 0, 0, -0.0], [-0.0, -0.0, -0.0, -0.0, 0.0, 0]], [[0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, -0.0, 0, -0.0], [0, 0, 0, 0, -0.0, -0.0], [0.0, 1.0, 0, 0, 0, 1.0], [1.0, 0, 1.0, 0, 0, 0.0], [0.0, -0.0, -0.0, -0.0, 1.0, 0]]]",2,,,,True,0.15119140000024345,3.4015236999985063
EElw,2,"[aAAA, aa]","[3, 3]",0.014931099998648278,"[[0, 0, 0, 1.0, 1.0, 0], [0, 0, 0, 1.0, 0, 1.0], [0, 0, 0, 0, 1.0, 1.0], [0.0, 0.0, 0, 0, 1.0, 0.0], [0.0, 0, 0.0, 0.0, 0, 1.0], [0, 0.0, 0.0, 1.0, 0.0, 0]]",3,"[ab, aBBB, AAbB]","[3, 1, 2]","[[[0, 0, 0, 1.0, 0.0, 0], [0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0, 0, -0.0, 0.0], [-0.0, 0, -0.0, -0.0, 0, 0.0], [0, -0.0, -0.0, -0.0, 1.0, 0]], [[0, 0, 0, 0.0, 1.0, 0], [0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0.0, 1.0], [0.0, -0.0, 0, 0, -0.0, 1.0], [-0.0, 0, -0.0, 1.0, 0, -0.0], [0, 0.0, 0.0, -0.0, -0.0, 0]]]",2,,,,True,0.36095750000094995,1.5456521000014618
EEno,4,"[aaaA, aAA, AA, aA]","[2, 2, 1, 1]",0.02555930000380613,"[[0, 0, 0, -0.0, -0.0, 1.0], [0, 0, 0, -0.0, 0, -0.0], [0, 0, 0, 0, 1.0, -0.0], [1.0, 1.0, 0, 0, 1.0, -0.0], [1.0, 0, 0.0, 0.0, 0, 0], [0.0, 1.0, 1.0, 1.0, 0, 0]]",4,"[aB, Abbb, ABBB, bbB]","[2, 1, 1, 2]","[[[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0.0, 1.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0, 0.0, 0.0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0, 1.0, 1.0, 0, 0], [1.0, 1.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.8730464999971446,3.5631317000079434
EEnw,4,"[aaA, aaAAA, aAAA, aa]","[1, 1, 2, 2]",0.028703799995128065,"[[0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 1.0, 0, 1.0], [0, 0, 0, 0, 1.0, 1.0], [1.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0, 0.0, 1.0, 0, 0.0], [0.0, 0.0, 0.0, 1.0, 1.0, 0]]",4,"[aB, AbBB, bbbbb, bBB]","[2, 2, 1, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 1.0, -0.0, 0.0], [0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0.0, 0.0], [-0.0, 0.0, 0, 0, 1.0, 0.0], [1.0, 0, 0.0, -0.0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,0.8666253999981564,8.156038699991768
EEr_,3,"[AA, a, aaA]","[2, 1, 3]",0.020453999997698702,"[[0, 0, 0, 1.0, 1.0, -0.0], [0, 0, 0, 1.0, 1.0, -0.0], [0, 0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 0.0, 0, 0, 0]]",4,"[aB, AAB, bbB, b]","[2, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0.0], [1.0, 0.0, 0, 0, 0, 0], [1.0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0, 0]], [[0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 0.0, 0, 0, 0]]]",2,,,,True,0.6948871999920812,0.7560130999918329
EEro,4,"[aAA, aa, aaAA, a]","[3, 1, 1, 1]",0.0276544000080321,"[[0, 0, 0, -0.0, -0.0, 1.0], [0, 0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 0, 1.0], [1.0, 0.0, 0, 0, 0, -0.0], [1.0, 1.0, 0, 0, 0, 0], [0.0, 1.0, 0.0, 1.0, 0, 0]]",4,"[abB, a, AAAB, Ab]","[3, 1, 1, 1]","[[[0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0.0, 1.0, -0.0], [0, 0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0, 1.0], [0.0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 1.0, -0.0, 0.0], [0, 0, 0, 0.0, -0.0, 1.0], [0, 0, 0, 0, 0, 0.0], [0.0, 1.0, 0, 0, 0, 0.0], [1.0, -0.0, 0, 0, 0, 0], [-0.0, -0.0, 0.0, 0.0, 0, 0]]]",2,,,,True,0.9921388999937335,2.376766299988958
