Graph,Methodnum,T_2 Value,T_2 Bonds,T_2 Pot,T_2 Pot Ratios,T_2 Orientation,B_2 Value,B_2 Tiles,B_2 Pot,B_2 Pot Ratios,B_2 Orientation,SamePot,TileTime,BondTime
GCvT|{,5,4,2.0,"['abBBB', 'AAABB', 'bbbbBB', 'bb']","{'abBBB': [0, 4, 5], 'AAABB': [3], 'bbbbBB': [6, 7], 'bb': [1, 2]}","[[[0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 1, 1, 1, 0]]]",2.0,4,,,,True,44.00057622697204,161.6969905141741
GCvT~w,5,4,2.0,"['aB', 'ABBBBB', 'bbbBB', 'bbB']","{'aB': [2], 'ABBBBB': [7], 'bbbBB': [0, 3, 4, 5, 6], 'bbB': [1]}","[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]",2.0,4,,,,True,2.636042862199247,228.74227315559983
GCvT~{,5,5,2.0,"['aB', 'ABBBBB', 'bbbbBBB', 'bbbBB', 'bbB']","{'aB': [2], 'ABBBBB': [6], 'bbbbBBB': [7], 'bbbBB': [0, 3, 4, 5], 'bbB': [1]}","[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 1, 1, 0]]]",2.0,5,,,,True,17.28315648715943,688.3211289849132
GCru~{,3,5,2.0,"['aaAAAb', 'aaAb', 'aAbBBBB', 'ab', 'AABBB']","{'aaAAAb': [5, 6], 'aaAb': [1, 3, 4], 'aAbBBBB': [7], 'ab': [2], 'AABBB': [0]}","[[[0, 0, 0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, 1.0, 1.0, -0.0], [0, 0, 0, 0, 0, 1.0, 0, -0.0], [-0.0, 0, 0, 0, 0, 1.0, 1.0, -0.0], [1.0, 1.0, 0, 0, 0, 0, -0.0, -0.0], [-0.0, -0.0, -0.0, -0.0, 0, 0, 1.0, 1.0], [1.0, -0.0, 0, -0.0, 1.0, -0.0, 0, -0.0], [-0.0, -0.0, -0.0, 1.0, -0.0, -0.0, -0.0, 0]], [[0, 0, 0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0, 1.0], [0, 0, 0, 0, 0, -0.0, 0, 1.0], [1.0, 0, 0, 0, 0, -0.0, -0.0, -0.0], [-0.0, -0.0, 0, 0, 0, 0, -0.0, 1.0], [1.0, -0.0, -0.0, -0.0, 0, 0, -0.0, -0.0], [-0.0, -0.0, 0, -0.0, -0.0, -0.0, 0, 1.0], [1.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0]]]",2.0,5,,,,True,7.5051497323438525,727.5337476255372
GCvUvs,5,5,2.0,"['aBBB', 'AbBBBB', 'bbbBB', 'bbB', 'b']","{'aBBB': [1], 'AbBBBB': [7], 'bbbBB': [0, 3, 4, 6], 'bbB': [5], 'b': [2]}","[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0]]]",2.0,5,,,,True,18.799834159202877,282.57789078820497
GCvUvw,5,4,2.0,"['abBBB', 'AAAbBB', 'bbbB', 'b']","{'abBBB': [0, 3, 4], 'AAAbBB': [7], 'bbbB': [1, 5, 6], 'b': [2]}","[[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0]]]",2.0,4,,,,True,5.128772363997996,216.99049538280812
GCvUv{,5,4,2.0,"['abBB', 'AAbBBBB', 'bbbBB', 'b']","{'abBB': [1, 5], 'AAbBBBB': [7], 'bbbBB': [0, 3, 4, 6], 'b': [2]}","[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0]]]",2.0,4,,,,True,4.197493409737945,325.5875360434875
GCvU|{,5,4,2.0,"['abbBB', 'aBB', 'a', 'AAAbbB']","{'abbBB': [0, 3, 4, 5], 'aBB': [1], 'a': [2], 'AAAbbB': [6, 7]}","[[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0]]]",2.0,4,,,,True,11.280081164091824,314.62185284588486
GCvU~w,5,4,2.0,"['aBBB', 'AbBBBB', 'bbbBB', 'b']","{'aBBB': [1], 'AbBBBB': [7], 'bbbBB': [0, 3, 4, 5, 6], 'b': [2]}","[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]]",2.0,4,,,,True,1.9579161927104,128.5642279246822
GCvU~{,5,5,2.0,"['aBBB', 'AbBBBB', 'bbbbBBB', 'bbbBB', 'b']","{'aBBB': [1], 'AbBBBB': [6], 'bbbbBBB': [7], 'bbbBB': [0, 3, 4, 5], 'b': [2]}","[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0]]]",2.0,5,,,,True,17.46436004433781,592.4827827364206
