Graph,T_1 Value,T_1 Pot,T_1 Ratios,T_1 Time,T_1 Orientation,T_2 Value,T_2 Pot,T_2 Pot Ratios,T_2 Orientation,B_2 Value,B_2 Pot,B_2 Pot Ratios,B_2 Orientation,SamePot,TileTime,BondTime
F?zvg,3,"[aAA, aaaaA, AA]","[4, 2, 1]",0.028644599980907515,"[[0, 0, 0, 0, -0.0, -0.0, 1.0], [0, 0, 0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [1.0, 0.0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 1.0, 1.0, 0, 0, -0.0], [0.0, 1.0, 1.0, 1.0, 0, 1.0, 0]]",3,"[abBBB, AA, bbB]","[2, 1, 4]","[[[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 1.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 1.0, 0, 0.0, 0]], [[0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 0, 0.0, 0.0], [1.0, 0.0, 1.0, 0, 0, 0, 0], [0.0, 1.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 1.0, 0]]]",2,,,,True,0.22972179998760112,10.751747899979819
F?zvo,4,"[aaaa, AAA, AA, aaaaA]","[2, 3, 1, 1]",0.031977999984519556,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 0, 0, 0, 1.0], [1.0, 1.0, 1.0, 1.0, 0, 0, 0], [1.0, 1.0, 1.0, 1.0, 0.0, 0, 0]]",4,"[aB, AbbbB, bbbb, BBB]","[1, 1, 2, 3]","[[[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0.0, 1.0], [0.0, 0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [1.0, 1.0, 1.0, 0, 0, 0, 1.0], [1.0, 1.0, 1.0, 1.0, 0, 0, 0], [1.0, 1.0, 1.0, 0.0, 0.0, 0, 0]]]",2,,,,True,1.2188683999993373,23.47028439998394
F?zvw,5,"[AAA, AA, aaaA, aaaaA, aaaaaa]","[3, 1, 1, 1, 1]",0.05713359999936074,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 0, 0, 0, -0.0], [1.0, 1.0, 1.0, 1.0, 0, 0, -0.0], [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]]",5,"[aB, AbbbB, bbbbbB, bbbb, BBB]","[1, 1, 1, 1, 3]","[[[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [1.0, 1.0, 1.0, 0, 0, 0, 1.0], [1.0, 1.0, 1.0, 0.0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0]]]",2,,,,True,9.700698999979068,41.67538339999737
F?z~w,4,"[aaaaA, aaaaaA, AAA, AA]","[1, 2, 3, 1]",0.034403500001644716,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 0, 0, -0.0, 1.0], [1.0, 1.0, 1.0, 1.0, 1.0, 0, -0.0], [1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0]]",4,"[aBB, AAAbB, bbbbBB, bb]","[3, 1, 2, 1]","[[[0, 0, 0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 1.0, -0.0, -0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [0.0, 0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 1.0, 1.0], [-0.0, -0.0, -0.0, 0, 0, 0.0, 1.0], [1.0, 1.0, 1.0, -0.0, 1.0, 0, 0.0], [1.0, 1.0, 1.0, -0.0, 0.0, 1.0, 0]]]",2,,,,True,1.540406800020719,38.82345929997973
F?`Fo,3,"[a, aA, aAAAA]","[3, 3, 1]",0.023030500000459142,"[[0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, 1.0, 0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 1.0, 0, 0]]",4,"[aC, ABBcc, bc, C]","[1, 1, 2, 3]","[[[0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0, 1.0], [0, 0.0, 0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0], [0.0, 0.0, 1.0, 1.0, 0.0, 0, 0]]]",3,,,,True,10.48612950000097,332.90572299998894
F?~vW,3,"[aaaaA, AAA, aA]","[3, 3, 1]",0.024587699997937307,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 1.0, -0.0, 0], [1.0, 1.0, 1.0, 0.0, 0, 0, 1.0], [1.0, 1.0, 1.0, 1.0, 0, 0, -0.0], [1.0, 1.0, 1.0, 0, 0.0, 1.0, 0]]",4,"[aB, ABBBB, bbbBB, bbB]","[1, 1, 2, 3]","[[[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 1.0, 0.0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0, 0.0, 0.0, 0]], [[0, 0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0], [-0.0, 0.0, -0.0, 0.0, 0, 0, 0.0], [1.0, 0.0, -0.0, 1.0, 0, 0, 1.0], [0.0, 1.0, 1.0, 0, 1.0, 0.0, 0]]]",2,,,,True,3.834474400006002,14.681834499991965
F?~v_,2,"[AAA, aaaa]","[4, 3]",0.014885199983837083,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [1.0, 1.0, 1.0, 1.0, 0, 0, 0], [1.0, 1.0, 1.0, 1.0, 0, 0, 0], [1.0, 1.0, 1.0, 1.0, 0, 0, 0]]",2,"[aaa, AAAA]","[4, 3]","[[[0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0]]]",1,,,,True,0.013199500011978671,1.00000761449337e-06
F?~vo,3,"[aAAA, aaAAA, aaA]","[1, 2, 4]",0.02746729998034425,"[[0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 0.0], [1.0, 1.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 1.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 1.0, 1.0, 0, 0]]",3,"[abB, AAbBB, bbbB]","[4, 2, 1]","[[[0, 0, 0, 0, 1.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 1.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0, 0, 0.0], [1.0, 0.0, 1.0, 1.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.31300090000149794,13.4118684999994
F?~vw,3,"[AAA, aaaaA, aaaaaa]","[4, 2, 1]",0.025348399998620152,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [1.0, 1.0, 1.0, 1.0, 0, 0, -0.0], [1.0, 1.0, 1.0, 1.0, 0, 0, -0.0], [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]]",3,"[aaaAA, aaA, AAAAAA]","[2, 4, 1]","[[[0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, -0.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 0.0, 1.0], [1.0, 1.0, 0.0, 0.0, 0, 0, 1.0], [0.0, 0.0, 1.0, 1.0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]]]",1,,,,True,0.10420269999303855,1.100008375942707e-06
F?~~w,2,"[aaa, aAAAAA]","[4, 3]",0.022885199985466897,"[[0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0]]",2,"[aaa, aAAAAA]","[4, 3]","[[[0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0, 0.0, 1.0], [0.0, 0.0, 0.0, 0.0, 1.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0]]]",1,,,,True,0.012329399993177503,1.0999792721122503e-06
FCOf?,3,"[aA, A, aaa]","[3, 3, 1]",0.023597099992912263,"[[0, 0, 0, 1.0, 0, 0, -0.0], [0, 0, 0, 0, 1.0, 0, -0.0], [0, 0, 0, 0, 0, 1.0, -0.0], [0.0, 0, 0, 0, 0, 0, 0], [0, 0.0, 0, 0, 0, 0, 0], [0, 0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 1.0, 0, 0, 0, 0]]",3,"[a, AB, bbb]","[3, 3, 1]","[[[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [1.0, 0, 0, 0, 0, 0, 0], [0, 1.0, 0, 0, 0, 0, 0], [0, 0, 1.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0, 0, 0]], [[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0, 0, 0], [0, 0.0, 0, 0, 0, 0, 0], [0, 0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 1.0, 0, 0, 0, 0]]]",2,,,,True,0.09488580000470392,0.6717937999928836
FCOf_,3,"[aA, a, aAAA]","[4, 2, 1]",0.03064430001541041,"[[0, 0, 0, -0.0, 0, 0, 1.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 1.0], [1.0, 0, 0, 0, 0, 0, -0.0], [0, 1.0, 0, 0, 0, 0, 0], [0, 0, 1.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 1.0, 0, 0, 0]]",4,"[aC, AB, A, bccc]","[3, 1, 2, 1]","[[[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0], [0, 0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0]], [[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0], [0, 0, 0.0, 0, 0, 0, 0], [1.0, 0.0, 0.0, 0.0, 0, 0, 0]], [[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0], [0, 0, 0.0, 0, 0, 0, 0], [0.0, 1.0, 1.0, 1.0, 0, 0, 0]]]",3,,,,True,8.780131100007566,282.3820346999855
FCOfo,3,"[a, aaAAA, aA]","[1, 1, 5]",0.02348520001396537,"[[0, 0, 0, 0.0, 0, 0, 1.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 1.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, 1.0, 0, 0, 0, 0, 0.0], [0, 0, 1.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 1.0, 1.0, 0, 0]]",4,"[aB, AB, A, bbbbb]","[3, 2, 1, 1]","[[[0, 0, 0, 1.0, 0, 0, 0.0], [0, 0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [0, 0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [0, 0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]]]",2,,,,True,0.7544224000012036,0.5870618999761064
FCOfw,2,"[aA, aaaAAA]","[6, 1]",0.01691380000556819,"[[0, 0, 0, 0.0, 0, 0, 1.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 1.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, 1.0, 0, 0, 0, 0, 0.0], [0, 0, 1.0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0]]",3,"[aB, AB, bbbbbb]","[3, 3, 1]","[[[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, 1.0, 0, 0, 0, 0, 0.0], [0, 0, 1.0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 0, 0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [0, 0, 0.0, 0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,0.24486230002366938,0.4862903000030201
FCQVO,4,"[a, aaAA, aAA, aA]","[1, 1, 1, 4]",0.032479000015882775,"[[0, 0, 0, -0.0, 0, 1.0, -0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0, -0.0, 0], [0, 1.0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 1.0, 0, 0, 0], [1.0, 0.0, 0.0, 0, 1.0, 0, 0]]",5,"[a, ABcC, bC, BCC, cc]","[1, 1, 2, 1, 2]","[[[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 0, 0.0, 0], [0, 0.0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0.0, 0], [0, 0.0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0.0, 0], [0, 1.0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 1.0, 0, 0, 0], [1.0, 0.0, 0.0, 0, 0.0, 0, 0]]]",3,,,,True,89.07254409999587,1251.0855421999877
F?`Fw,3,"[aA, a, aaAAAA]","[4, 2, 1]",0.027290800004266202,"[[0, 0, 0, 0, -0.0, 0, 1.0], [0, 0, 0, 0, 0, -0.0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0, 0, -0.0], [0, 1.0, 0, 0, 0, 0, -0.0], [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0]]",4,"[aB, AB, bbbbbb, B]","[2, 2, 1, 2]","[[[0, 0, 0, 0, -0.0, 0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0, -0.0, 0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,1.1211920999921858,1.1246167000062997
FCQV_,4,"[aAA, a, aA, aaAA]","[2, 2, 2, 1]",0.03591299999970943,"[[0, 0, 0, -0.0, 0, 1.0, -0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0, -0.0, -0.0], [0, 1.0, 0, 0, 0, 0, 0], [0.0, 0, 0, 1.0, 0, 0, 0], [1.0, 0.0, 0.0, 1.0, 0, 0, 0]]",4,"[abB, a, AABB, Ab]","[2, 2, 1, 2]","[[[0, 0, 0, 0.0, 0, -0.0, 1.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 0, 1.0, 0.0], [0, 1.0, 0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0, 0]], [[0, 0, 0, 1.0, 0, -0.0, -0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, -0.0, 1.0], [0, 0.0, 0, 0, 0, 0, 0], [1.0, 0, 0, -0.0, 0, 0, 0], [-0.0, 0.0, 0.0, -0.0, 0, 0, 0]]]",2,,,,True,0.5643386000010651,4.840997899998911
FCQVg,4,"[aA, aaA, aaAAA, A]","[1, 3, 1, 2]",0.03581450000638142,"[[0, 0, 0, 0.0, 0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0.0, 1.0], [0, 0.0, 0, 0, 0, 0, 0], [0.0, 0, 0, 1.0, 0, 0, 1.0], [0.0, 1.0, 1.0, 0.0, 0, 0.0, 0]]",4,"[aB, ABBBB, bbB, b]","[1, 1, 3, 2]","[[[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0.0, 0.0], [0, 0.0, 0, 0, 0, 0, 0], [0.0, 0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0.0, 0]], [[0, 0, 0, 0.0, 0, 1.0, 1.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0, -0.0, 1.0], [0, 1.0, 0, 0, 0, 0, 0], [0.0, 0, 0, 1.0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0, 0.0, 0]]]",2,,,,True,0.5597258000052534,5.262283800024306
FCQVo,4,"[aA, A, aAA, aaaaA]","[3, 1, 2, 1]",0.03326930000912398,"[[0, 0, 0, -0.0, 0, 1.0, -0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, -0.0, -0.0], [0, 1.0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 1.0, 0, 0, 0], [1.0, 0.0, 1.0, 1.0, 1.0, 0, 0]]",5,"[aC, ABBcc, bBC, bc, C]","[1, 1, 2, 2, 1]","[[[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0.0, 0.0], [0, 0.0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0.0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 1.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0.0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 1.0, 1.0, 0.0, 0, 0]]]",3,,,,True,162.3697305000096,4690.1107090000005
FCQVw,4,"[a, aA, aaaaAA, aAA]","[1, 2, 1, 3]",0.04001370002515614,"[[0, 0, 0, 1.0, 0, -0.0, -0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 0, 1.0, -0.0], [0, 1.0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0.0, 0, 0, -0.0], [1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0]]",5,"[aB, AB, bbbbbb, bBB, B]","[1, 1, 1, 3, 1]","[[[0, 0, 0, 0.0, 0, 0.0, 0.0], [0, 0, 0, 0, -0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0.0, 0.0], [0, 1.0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, -0.0, 0, 1.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, -0.0, 0.0], [0, 0.0, 0, 0, 0, 0, 0.0], [-0.0, 0, 0, 1.0, 0, 0, 0.0], [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,38.14182819999405,5.580729100009194
